Role,Company,Location,Date_Posted,Apply_Link
2194783-Senior Executive,EXL,"Chennai, Tamil Nadu, India",4 days ago,https://in.linkedin.com/jobs/view/2194783-senior-executive-at-exl-4332049155?position=4&pageNum=65&refId=mum5wB4x4MrTYp%2Bv0ZF4EA%3D%3D&trackingId=gZIRZ%2BqjNd9dZ3HvP7x1nA%3D%3D
Senior Data Analyst/Data Scientist,Salesforce,"Hyderabad, Telangana, India",1 day ago,https://in.linkedin.com/jobs/view/senior-data-analyst-data-scientist-at-salesforce-4338220948?position=5&pageNum=65&refId=mum5wB4x4MrTYp%2Bv0ZF4EA%3D%3D&trackingId=wWok6OFcVJoBS8LX%2BWHdYQ%3D%3D
1984874-Lead Assistant Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/1984874-lead-assistant-manager-at-exl-4304158227?position=6&pageNum=65&refId=mum5wB4x4MrTYp%2Bv0ZF4EA%3D%3D&trackingId=0RpCWiey4E3z7xBJwmkCsQ%3D%3D
Associate Analyst - Reporting & QA,M+C Saatchi UK,"New Delhi, Delhi, India",3 days ago,https://in.linkedin.com/jobs/view/associate-analyst-reporting-qa-at-m%2Bc-saatchi-uk-4323393517?position=7&pageNum=65&refId=mum5wB4x4MrTYp%2Bv0ZF4EA%3D%3D&trackingId=W2VR6J%2F%2F8Z7A7%2FBMBdEqtg%3D%3D
Associate Intelligence Analyst - ZCAP,ZeroFox,"Bengaluru, Karnataka, India",1 week ago,https://in.linkedin.com/jobs/view/associate-intelligence-analyst-zcap-at-zerofox-4335901821?position=8&pageNum=65&refId=mum5wB4x4MrTYp%2Bv0ZF4EA%3D%3D&trackingId=Mm5gphghU%2F%2BNqFIhKAKXqw%3D%3D
Assistant Manager - Web Analytics Specialist,Ethinos,Mumbai Metropolitan Region,1 day ago,https://in.linkedin.com/jobs/view/assistant-manager-web-analytics-specialist-at-ethinos-4323667035?position=9&pageNum=65&refId=mum5wB4x4MrTYp%2Bv0ZF4EA%3D%3D&trackingId=TGAe%2FXXwONzqozA7yHl%2BOg%3D%3D
Data Scientist I,Swiggy,"Bengaluru, Karnataka, India",Recent,https://in.linkedin.com/jobs/view/data-scientist-i-at-swiggy-4324170669?position=10&pageNum=65&refId=mum5wB4x4MrTYp%2Bv0ZF4EA%3D%3D&trackingId=cuopu2JSZ76%2FujH9rZpbZQ%3D%3D
Data Analyst,Best Job Tool,India,Recent,https://in.linkedin.com/jobs/view/data-analyst-at-best-job-tool-4338269687?position=1&pageNum=67&refId=Sfz%2FRzJ0MH2pJrWcOOhPWg%3D%3D&trackingId=tpsArclMy1IgYD4qI2L00Q%3D%3D
Research Analyst - 45426,Turing,"Chennai, Tamil Nadu, India",2 days ago,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4337041717?position=2&pageNum=67&refId=Sfz%2FRzJ0MH2pJrWcOOhPWg%3D%3D&trackingId=jF1NyTV3RL%2FvQ7YW47JsYQ%3D%3D
Research Analyst - 45426,Turing,"Bengaluru, Karnataka, India",2 days ago,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4337081453?position=3&pageNum=67&refId=Sfz%2FRzJ0MH2pJrWcOOhPWg%3D%3D&trackingId=qBolMNfS6kULpnpAKYlaOA%3D%3D
Business Intelligence Analyst,ThoughtFocus,"Hyderabad, Telangana, India",1 week ago,https://in.linkedin.com/jobs/view/business-intelligence-analyst-at-thoughtfocus-4322504390?position=4&pageNum=67&refId=Sfz%2FRzJ0MH2pJrWcOOhPWg%3D%3D&trackingId=03sPsp5vnEekhu1DEUQpWQ%3D%3D
Data Warehouse Analyst - 3+yrs,Mizuho,"Navi Mumbai, Maharashtra, India",1 week ago,https://in.linkedin.com/jobs/view/data-warehouse-analyst-3%2Byrs-at-mizuho-4322226082?position=5&pageNum=67&refId=Sfz%2FRzJ0MH2pJrWcOOhPWg%3D%3D&trackingId=SVTlt7OL%2F0FSjB4uRviOwQ%3D%3D
Data Engineer,Thomson Reuters,"Bengaluru, Karnataka, India",1 day ago,https://in.linkedin.com/jobs/view/data-engineer-at-thomson-reuters-4337104909?position=6&pageNum=67&refId=Sfz%2FRzJ0MH2pJrWcOOhPWg%3D%3D&trackingId=qwJC3ImtKgNgB6d9vgT7Og%3D%3D
3563126-Lead Assistant Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/3563126-lead-assistant-manager-at-exl-4304168170?position=7&pageNum=67&refId=Sfz%2FRzJ0MH2pJrWcOOhPWg%3D%3D&trackingId=cuS68PxtXS0YWMK9EOkr2Q%3D%3D
Tableau Focused Data Analyst (SQL/ Python /Cloud Environment),KPG99 INC,"Bengaluru, Karnataka, India",2 days ago,https://in.linkedin.com/jobs/view/tableau-focused-data-analyst-sql-python-cloud-environment-at-kpg99-inc-4337170272?position=8&pageNum=67&refId=Sfz%2FRzJ0MH2pJrWcOOhPWg%3D%3D&trackingId=V6gVg%2FxDBg4SjORs2jldLA%3D%3D
Online Data Analyst,TELUS Digital,"Vellore, Tamil Nadu, India",1 week ago,https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-4336220361?position=9&pageNum=67&refId=Sfz%2FRzJ0MH2pJrWcOOhPWg%3D%3D&trackingId=F7BOrqODcneQkQ%2FGj7oUOQ%3D%3D
3838841-Lead Assistant Manager,EXL,"Chennai, Tamil Nadu, India",4 days ago,https://in.linkedin.com/jobs/view/3838841-lead-assistant-manager-at-exl-4320539327?position=10&pageNum=67&refId=Sfz%2FRzJ0MH2pJrWcOOhPWg%3D%3D&trackingId=Om55rHlNlPkO4v48k4hf1A%3D%3D
Data Intern - India Data Insights,Decoding Impact,"Bengaluru, Karnataka, India",1 week ago,https://in.linkedin.com/jobs/view/data-intern-india-data-insights-at-decoding-impact-4335851442?position=1&pageNum=70&refId=8Qd2bu8%2FhjyXv5OkSArtJg%3D%3D&trackingId=k%2BDYZGBNiXsBX4Zz0tqECg%3D%3D
Online Data Analyst,TELUS Digital,"Nagercoil, Tamil Nadu, India",1 week ago,https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-4336260300?position=2&pageNum=70&refId=8Qd2bu8%2FhjyXv5OkSArtJg%3D%3D&trackingId=SC5PJD9so4%2BHiQxbn8HK8g%3D%3D
EY - GDS Consulting - AI and DATA - Power BI - Senior-E,EY,"Mumbai, Maharashtra, India",4 days ago,https://in.linkedin.com/jobs/view/ey-gds-consulting-ai-and-data-power-bi-senior-e-at-ey-4322869029?position=3&pageNum=70&refId=8Qd2bu8%2FhjyXv5OkSArtJg%3D%3D&trackingId=jIl8bAMwbYsTuyQtYpGMtw%3D%3D
Data Analytics Engineer - Sr Analyst,Deloitte,"Hyderabad, Telangana, India",4 days ago,https://in.linkedin.com/jobs/view/data-analytics-engineer-sr-analyst-at-deloitte-4261607144?position=4&pageNum=70&refId=8Qd2bu8%2FhjyXv5OkSArtJg%3D%3D&trackingId=cQ7oNfkj%2BiyFwomv74K0cg%3D%3D
Data Entry and Data Analysis Volunteer,ConnectFor,Mumbai Metropolitan Region,1 week ago,https://in.linkedin.com/jobs/view/data-entry-and-data-analysis-volunteer-at-connectfor-4322209808?position=5&pageNum=70&refId=8Qd2bu8%2FhjyXv5OkSArtJg%3D%3D&trackingId=G3nRSPq7YBkin85N4oe9ZA%3D%3D
AI/ML,Infosys,"Bengaluru East, Karnataka, India",2 days ago,https://in.linkedin.com/jobs/view/ai-ml-at-infosys-4323227976?position=6&pageNum=70&refId=8Qd2bu8%2FhjyXv5OkSArtJg%3D%3D&trackingId=kEleSWStR4iu%2BoMb09JJOQ%3D%3D
Research Analyst - 45426,Turing,"Kolkata, West Bengal, India",2 days ago,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4337161226?position=7&pageNum=70&refId=8Qd2bu8%2FhjyXv5OkSArtJg%3D%3D&trackingId=22pBTyujxySqx9doltacag%3D%3D
Online Data Analyst,TELUS Digital,"Rajapalaiyam, Tamil Nadu, India",1 week ago,https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-4336290165?position=8&pageNum=70&refId=8Qd2bu8%2FhjyXv5OkSArtJg%3D%3D&trackingId=UufUi%2BDbGtVMqFPc3V8ctw%3D%3D
1984979-Assistant Vice President,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/1984979-assistant-vice-president-at-exl-4304157287?position=9&pageNum=70&refId=8Qd2bu8%2FhjyXv5OkSArtJg%3D%3D&trackingId=UaoKWfPXhkvOGNvGFA6KFQ%3D%3D
Assistant Manager,MetLife,"Noida, Uttar Pradesh, India",6 days ago,https://in.linkedin.com/jobs/view/assistant-manager-at-metlife-4333984765?position=10&pageNum=70&refId=8Qd2bu8%2FhjyXv5OkSArtJg%3D%3D&trackingId=3ajDpbGoeIBlhGeIxKbGAA%3D%3D
Junior Data Engineer,LIXIL,"Gurugram, Haryana, India",Recent,https://in.linkedin.com/jobs/view/junior-data-engineer-at-lixil-4338480266?position=1&pageNum=72&refId=zyR%2FASp6T5YX7pQI8N10Uw%3D%3D&trackingId=GP63F20XuFZ61FtkVT%2Bbdw%3D%3D
Business Insights Analyst,TaskUs,"Indore, Madhya Pradesh, India",1 week ago,https://in.linkedin.com/jobs/view/business-insights-analyst-at-taskus-4340266831?position=2&pageNum=72&refId=zyR%2FASp6T5YX7pQI8N10Uw%3D%3D&trackingId=S2Io06dpSWEEryhJoKxRWw%3D%3D
Data Engineer,HARMAN India,"Bengaluru, Karnataka, India",1 week ago,https://in.linkedin.com/jobs/view/data-engineer-at-harman-india-4340534838?position=3&pageNum=72&refId=zyR%2FASp6T5YX7pQI8N10Uw%3D%3D&trackingId=QWdsD3sfaALwSKcBRfxACg%3D%3D
AI/DNA-Data Scientists,Infosys,"Bengaluru East, Karnataka, India",5 days ago,https://in.linkedin.com/jobs/view/ai-dna-data-scientists-at-infosys-4318845308?position=4&pageNum=72&refId=zyR%2FASp6T5YX7pQI8N10Uw%3D%3D&trackingId=%2Fhn3wIpXpZQn3IoA96dU1w%3D%3D
Data or Business Analyst,HRM Counsel,India,Recent,https://in.linkedin.com/jobs/view/data-or-business-analyst-at-hrm-counsel-4338292745?position=5&pageNum=72&refId=zyR%2FASp6T5YX7pQI8N10Uw%3D%3D&trackingId=sUE0KkJksECjlDC7MQW9VQ%3D%3D
"Specialist, Analytics & Insights",Norstella,India,4 days ago,https://in.linkedin.com/jobs/view/specialist-analytics-insights-at-norstella-4336724105?position=6&pageNum=72&refId=zyR%2FASp6T5YX7pQI8N10Uw%3D%3D&trackingId=nTGw55196hA9GobYdyMQAQ%3D%3D
Data Engineer,Ford Motor Company,"Chennai, Tamil Nadu, India",1 day ago,https://in.linkedin.com/jobs/view/data-engineer-at-ford-motor-company-4337106276?position=7&pageNum=72&refId=zyR%2FASp6T5YX7pQI8N10Uw%3D%3D&trackingId=6%2BYZoyN5OJm2iePJqrsn4g%3D%3D
Workday Reporting Analyst,nVent,"Bengaluru, Karnataka, India",2 days ago,https://in.linkedin.com/jobs/view/workday-reporting-analyst-at-nvent-4332480596?position=8&pageNum=72&refId=zyR%2FASp6T5YX7pQI8N10Uw%3D%3D&trackingId=lrkE6JdziYKaZrYpNSHlLg%3D%3D
Data/Information Mgt Analyst,Citi,"Haryana, India",2 days ago,https://in.linkedin.com/jobs/view/data-information-mgt-analyst-at-citi-4323318170?position=9&pageNum=72&refId=zyR%2FASp6T5YX7pQI8N10Uw%3D%3D&trackingId=ofZxjb%2B3vSCdD1zczGI1vg%3D%3D
EY - GDS Consulting - AI and DATA - Power BI - Senior-E,EY,"Bengaluru, Karnataka, India",4 days ago,https://in.linkedin.com/jobs/view/ey-gds-consulting-ai-and-data-power-bi-senior-e-at-ey-4322939156?position=10&pageNum=72&refId=zyR%2FASp6T5YX7pQI8N10Uw%3D%3D&trackingId=87mKwSEuwhcay7BFsrVsKw%3D%3D
